name,team_name,game_date,season_Playoff,espn_player_id_Playoff,team_id_Playoff,espn_game_id_Playoff,period_Playoff,minutes_remaining_Playoff,seconds_remaining_Playoff,shot_made_flag_Playoff,action_type_Playoff,shot_type_Playoff,shot_distance_Playoff,opponent_Playoff,x_Playoff,y_Playoff,dribbles_Playoff,touch_time_Playoff,defender_name_Playoff,defender_distance_Playoff,shot_clock
Stephen Curry,Golden State Warriors,4/19/2014,2013,3975,1610612744,400553078,1,7,38,1,Step Back Jump shot,2PT Field Goal,18,Los Angeles Clippers,-108,146,0,2.3,"Davis, Glen",5.2,10.1
Stephen Curry,Golden State Warriors,5/9/2015,2014,3975,1610612744,400792890,3,3,6,1,Step Back Jump shot,2PT Field Goal,20,Memphis Grizzlies,-196,55,0,1.1,"Lee, Courtney",3.2,12.9
Stephen Curry,Golden State Warriors,4/19/2014,2013,3975,1610612744,400553078,3,6,25,1,Step Back Jump shot,2PT Field Goal,14,Los Angeles Clippers,-62,127,10,9.1,"Redick, JJ",3.5,14.7
Stephen Curry,Golden State Warriors,5/12/2013,2012,3975,1610612744,400464459,3,5,30,0,Step Back Jump shot,3PT Field Goal,28,San Antonio Spurs,-153,239,,,,,
Stephen Curry,Golden State Warriors,5/19/2015,2014,3975,1610612744,400796355,2,0,1,1,Step Back Jump shot,2PT Field Goal,20,Houston Rockets,-183,86,10,8.7,"Capela, Clint",2,0
Stephen Curry,Golden State Warriors,5/11/2016,2015,3975,1610612744,400875810,4,0,24,1,Step Back Jump shot,3PT Field Goal,26,Portland Trail Blazers,63,257,0,0,,0,0
Stephen Curry,Golden State Warriors,5/22/2016,2015,3975,1610612744,400876752,2,2,51,0,Step Back Jump shot,2PT Field Goal,22,Oklahoma City Thunder,45,219,0,0,,0,0
Stephen Curry,Golden State Warriors,5/21/2015,2014,3975,1610612744,400796356,1,3,1,1,Step Back Jump shot,3PT Field Goal,23,Houston Rockets,-232,31,0,0.8,"Brewer, Corey",16,5.2
Stephen Curry,Golden State Warriors,5/11/2016,2015,3975,1610612744,400875810,3,0,4,1,Step Back Jump shot,3PT Field Goal,27,Portland Trail Blazers,168,213,0,0,,0,0
Stephen Curry,Golden State Warriors,4/18/2015,2014,3975,1610612744,400790901,1,7,54,0,Step Back Jump shot,3PT Field Goal,24,New Orleans Pelicans,230,93,3,3,"Davis, Anthony",2.7,0
Stephen Curry,Golden State Warriors,6/10/2016,2015,3975,1610612744,400878157,1,7,27,0,Step Back Jump shot,2PT Field Goal,18,Cleveland Cavaliers,-183,23,0,0,,0,0
Stephen Curry,Golden State Warriors,5/24/2016,2015,3975,1610612744,400876753,1,0,8,0,Step Back Jump shot,2PT Field Goal,21,Oklahoma City Thunder,187,110,0,0,,0,0
Stephen Curry,Golden State Warriors,5/21/2015,2014,3975,1610612744,400796356,4,1,39,1,Step Back Jump shot,2PT Field Goal,21,Houston Rockets,-114,183,21,18,"Jones, Terrence",4.8,5.4
Stephen Curry,Golden State Warriors,5/3/2015,2014,3975,1610612744,400792888,3,4,2,1,Step Back Jump shot,3PT Field Goal,26,Memphis Grizzlies,166,205,3,3.1,"Udrih, Beno",5.5,10
Stephen Curry,Golden State Warriors,6/9/2015,2014,3975,1610612744,400796847,4,4,58,0,Step Back Jump shot,3PT Field Goal,25,Cleveland Cavaliers,166,190,2,3.1,"James, LeBron",5.4,7.2
Stephen Curry,Golden State Warriors,5/15/2015,2014,3975,1610612744,400792893,1,1,51,1,Step Back Jump shot,3PT Field Goal,23,Memphis Grizzlies,236,-3,9,5.8,"Koufos, Kosta",7,18.1
Stephen Curry,Golden State Warriors,5/21/2015,2014,3975,1610612744,400796356,4,2,52,1,Step Back Jump shot,2PT Field Goal,22,Houston Rockets,-105,201,4,6,"Jones, Terrence",4.6,6.9
Stephen Curry,Golden State Warriors,5/11/2016,2015,3975,1610612744,400875810,3,7,0,1,Step Back Jump shot,3PT Field Goal,25,Portland Trail Blazers,163,195,0,0,,0,0
Stephen Curry,Golden State Warriors,4/21/2014,2013,3975,1610612744,400553081,3,9,14,0,Step Back Jump shot,3PT Field Goal,25,Los Angeles Clippers,168,189,1,1.6,"Barnes, Matt",4.1,5.4
Stephen Curry,Golden State Warriors,5/10/2013,2012,3975,1610612744,400464339,3,5,6,0,Step Back Jump shot,3PT Field Goal,23,San Antonio Spurs,231,9,,,,,
Stephen Curry,Golden State Warriors,5/5/2015,2014,3975,1610612744,400792889,1,10,6,1,Step Back Jump shot,2PT Field Goal,22,Memphis Grizzlies,-114,194,3,3.1,"Allen, Tony",5.5,16.6
Stephen Curry,Golden State Warriors,6/10/2016,2015,3975,1610612744,400878157,2,0,26,1,Step Back Jump shot,2PT Field Goal,14,Cleveland Cavaliers,-70,129,0,0,,0,0
Stephen Curry,Golden State Warriors,5/23/2015,2014,3975,1610612744,400796357,2,8,12,0,Step Back Jump shot,3PT Field Goal,26,Houston Rockets,231,129,4,3.8,"Jones, Terrence",3.9,6.1
Stephen Curry,Golden State Warriors,5/26/2016,2015,3975,1610612744,400876754,3,8,32,0,Step Back Jump shot,2PT Field Goal,18,Oklahoma City Thunder,-143,115,0,0,,0,0
Stephen Curry,Golden State Warriors,5/8/2013,2012,3975,1610612744,400464175,4,1,52,1,Step Back Jump shot,2PT Field Goal,22,San Antonio Spurs,2,227,,,,,
Stephen Curry,Golden State Warriors,5/16/2016,2015,3975,1610612744,400876750,4,6,10,0,Step Back Jump shot,3PT Field Goal,29,Oklahoma City Thunder,30,298,0,0,,0,0
Stephen Curry,Golden State Warriors,6/13/2016,2015,3975,1610612744,400878158,2,1,32,1,Step Back Jump shot,3PT Field Goal,25,Cleveland Cavaliers,-189,175,0,0,,0,0
Stephen Curry,Golden State Warriors,5/25/2015,2014,3975,1610612744,400796358,3,4,27,0,Step Back Jump shot,2PT Field Goal,21,Houston Rockets,106,190,8,7.4,"Jones, Terrence",5.4,16.1
Stephen Curry,Golden State Warriors,5/25/2015,2014,3975,1610612744,400796358,1,5,29,1,Step Back Jump shot,3PT Field Goal,23,Houston Rockets,-229,26,0,0.8,"Harden, James",7.9,4
Stephen Curry,Golden State Warriors,4/24/2014,2013,3975,1610612744,400553084,2,7,12,0,Step Back Jump shot,2PT Field Goal,20,Los Angeles Clippers,121,167,11,9.4,"Granger, Danny",4.5,14.8
Stephen Curry,Golden State Warriors,5/15/2015,2014,3975,1610612744,400792893,3,6,49,0,Step Back Jump shot,2PT Field Goal,13,Memphis Grizzlies,121,63,5,3.8,"Gasol, Marc",5.4,16.1
Stephen Curry,Golden State Warriors,4/24/2014,2013,3975,1610612744,400553084,3,8,57,1,Step Back Jump shot,2PT Field Goal,22,Los Angeles Clippers,-95,206,8,7.5,"Barnes, Matt",5.3,18
Stephen Curry,Golden State Warriors,5/11/2015,2014,3975,1610612744,400792891,3,0,29,1,Step Back Jump shot,3PT Field Goal,25,Memphis Grizzlies,-92,233,10,7.3,"Lee, Courtney",5.6,16.9
Stephen Curry,Golden State Warriors,5/25/2015,2014,3975,1610612744,400796358,4,3,44,1,Step Back Jump shot,3PT Field Goal,25,Houston Rockets,39,249,5,5,"Ariza, Trevor",5.2,19.3
Stephen Curry,Golden State Warriors,5/24/2016,2015,3975,1610612744,400876753,1,5,28,1,Step Back Jump shot,3PT Field Goal,24,Oklahoma City Thunder,35,242,0,0,,0,0
Stephen Curry,Golden State Warriors,6/13/2016,2015,3975,1610612744,400878158,4,11,40,1,Step Back Jump shot,3PT Field Goal,25,Cleveland Cavaliers,-161,203,0,0,,0,0
Stephen Curry,Golden State Warriors,5/1/2014,2013,3975,1610612744,400553092,4,3,39,0,Step Back Jump shot,2PT Field Goal,18,Los Angeles Clippers,-112,151,3,6.2,"Crawford, Jamal",2.8,9.1
Stephen Curry,Golden State Warriors,5/1/2014,2013,3975,1610612744,400553092,4,1,49,0,Step Back Jump shot,2PT Field Goal,9,Los Angeles Clippers,1,96,19,17.7,"Crawford, Jamal",4.1,6.8
Stephen Curry,Golden State Warriors,6/16/2016,2015,3975,1610612744,400878159,2,0,33,0,Step Back Jump shot,3PT Field Goal,24,Cleveland Cavaliers,-245,13,0,0,,0,0
Stephen Curry,Golden State Warriors,4/24/2014,2013,3975,1610612744,400553084,4,0,4,0,Step Back Jump shot,3PT Field Goal,25,Los Angeles Clippers,-43,250,0,1,"Paul, Chris",3.1,0
Stephen Curry,Golden State Warriors,5/22/2016,2015,3975,1610612744,400876752,1,8,35,1,Step Back Jump shot,3PT Field Goal,23,Oklahoma City Thunder,6,239,0,0,,0,0
Stephen Curry,Golden State Warriors,4/27/2014,2013,3975,1610612744,400553088,1,7,46,1,Step Back Jump shot,3PT Field Goal,25,Los Angeles Clippers,-26,250,6,4.8,"Barnes, Matt",5.6,19.2
Stephen Curry,Golden State Warriors,4/26/2013,2012,3975,1610612744,400459945,4,4,7,0,Step Back Jump shot,3PT Field Goal,26,Denver Nuggets,170,209,,,,,
Stephen Curry,Golden State Warriors,4/26/2013,2012,3975,1610612744,400459945,4,0,35,0,Step Back Jump shot,2PT Field Goal,22,Denver Nuggets,163,149,,,,,
Stephen Curry,Golden State Warriors,5/11/2016,2015,3975,1610612744,400875810,4,3,11,1,Step Back Jump shot,3PT Field Goal,28,Portland Trail Blazers,53,277,0,0,,0,0
Stephen Curry,Golden State Warriors,5/22/2016,2015,3975,1610612744,400876752,1,10,19,0,Step Back Jump shot,3PT Field Goal,25,Oklahoma City Thunder,-135,218,0,0,,0,0
Stephen Curry,Golden State Warriors,6/11/2015,2014,3975,1610612744,400796848,1,9,36,1,Step Back Jump shot,3PT Field Goal,26,Cleveland Cavaliers,-108,242,4,4.3,"Dellavedova, Matthew",4.3,14
Stephen Curry,Golden State Warriors,5/16/2016,2015,3975,1610612744,400876750,3,0,31,0,Step Back Jump shot,3PT Field Goal,26,Oklahoma City Thunder,-138,228,0,0,,0,0
Stephen Curry,Golden State Warriors,5/30/2016,2015,3975,1610612744,400876756,2,1,20,1,Step Back Jump shot,2PT Field Goal,16,Oklahoma City Thunder,4,169,0,0,,0,0
Stephen Curry,Golden State Warriors,6/11/2015,2014,3975,1610612744,400796848,3,0,17,1,Step Back Jump shot,3PT Field Goal,24,Cleveland Cavaliers,-188,160,13,14.5,"Thompson, Tristan",5.6,9.5
Stephen Curry,Golden State Warriors,6/14/2015,2014,3975,1610612744,400796849,2,5,58,1,Step Back Jump shot,3PT Field Goal,27,Cleveland Cavaliers,-18,272,7,7.7,"Thompson, Tristan",3.1,16.7
Stephen Curry,Golden State Warriors,5/4/2018,2017,3975,1610612744,401031646,1,3,42,0,Step Back Jump shot,2PT Field Goal,18,New Orleans Pelicans,147,114,0,0,,0,0
Stephen Curry,Golden State Warriors,5/30/2016,2015,3975,1610612744,400876756,1,5,53,0,Step Back Jump shot,2PT Field Goal,17,Oklahoma City Thunder,-133,110,0,0,,0,0
Stephen Curry,Golden State Warriors,6/14/2015,2014,3975,1610612744,400796849,4,7,33,1,Step Back Jump shot,3PT Field Goal,26,Cleveland Cavaliers,160,206,9,10.8,"Dellavedova, Matthew",4.8,12.6
Stephen Curry,Golden State Warriors,5/1/2014,2013,3975,1610612744,400553092,1,6,29,1,Step Back Jump shot,2PT Field Goal,19,Los Angeles Clippers,-138,135,14,11.1,"Griffin, Blake",4.7,12.6
Stephen Curry,Golden State Warriors,5/6/2013,2012,3975,1610612744,400464174,3,10,28,1,Step Back Jump shot,2PT Field Goal,21,San Antonio Spurs,-210,-19,,,,,
Stephen Curry,Golden State Warriors,5/1/2014,2013,3975,1610612744,400553092,1,3,30,1,Step Back Jump shot,3PT Field Goal,26,Los Angeles Clippers,81,254,1,2,"Redick, JJ",3.9,9.9
Stephen Curry,Golden State Warriors,5/12/2013,2012,3975,1610612744,400464459,3,9,12,1,Step Back Jump shot,3PT Field Goal,27,San Antonio Spurs,-204,178,,,,,
Stephen Curry,Golden State Warriors,5/30/2016,2015,3975,1610612744,400876756,1,6,27,1,Step Back Jump shot,3PT Field Goal,24,Oklahoma City Thunder,-204,139,0,0,,0,0
Stephen Curry,Golden State Warriors,5/30/2016,2015,3975,1610612744,400876756,4,8,6,1,Step Back Jump shot,3PT Field Goal,27,Oklahoma City Thunder,176,213,0,0,,0,0
Stephen Curry,Golden State Warriors,6/2/2016,2015,3975,1610612744,400878154,4,2,54,1,Step Back Jump shot,3PT Field Goal,26,Cleveland Cavaliers,-147,223,0,0,,0,0
Stephen Curry,Golden State Warriors,4/23/2015,2014,3975,1610612744,400790903,4,5,50,1,Step Back Jump shot,2PT Field Goal,18,New Orleans Pelicans,119,145,9,6.7,"Anderson, Ryan",5.2,18.8
Stephen Curry,Golden State Warriors,5/16/2013,2012,3975,1610612744,400464461,2,1,30,0,Step Back Jump shot,2PT Field Goal,17,San Antonio Spurs,-171,30,,,,,
Stephen Curry,Golden State Warriors,5/28/2016,2015,3975,1610612744,400876755,3,3,53,1,Step Back Jump shot,2PT Field Goal,19,Oklahoma City Thunder,-197,2,0,0,,0,0
Stephen Curry,Golden State Warriors,5/3/2015,2014,3975,1610612744,400792888,3,8,58,1,Step Back Jump shot,2PT Field Goal,19,Memphis Grizzlies,133,142,11,9,"Calathes, Nick",5.9,10.7
Stephen Curry,Golden State Warriors,5/11/2015,2014,3975,1610612744,400792891,3,8,59,0,Step Back Jump shot,2PT Field Goal,16,Memphis Grizzlies,154,64,1,3.3,"Lee, Courtney",2.6,14.8
Stephen Curry,Golden State Warriors,5/16/2013,2012,3975,1610612744,400464461,3,9,31,0,Step Back Jump shot,3PT Field Goal,26,San Antonio Spurs,-172,205,,,,,
Stephen Curry,Golden State Warriors,5/16/2016,2015,3975,1610612744,400876750,2,0,1,1,Step Back Jump shot,3PT Field Goal,29,Oklahoma City Thunder,-161,249,0,0,,0,0
Stephen Curry,Golden State Warriors,5/1/2018,2017,3975,1610612744,401031645,2,9,24,1,Step Back Jump shot,2PT Field Goal,22,New Orleans Pelicans,-63,212,0,0,,0,0
Stephen Curry,Golden State Warriors,5/5/2015,2014,3975,1610612744,400792889,2,2,24,0,Step Back Jump shot,3PT Field Goal,26,Memphis Grizzlies,-56,254,8,7.2,"Allen, Tony",3.9,17.1
Stephen Curry,Golden State Warriors,5/13/2015,2014,3975,1610612744,400792892,1,2,48,1,Step Back Jump shot,3PT Field Goal,23,Memphis Grizzlies,-231,60,0,0.7,"Carter, Vince",4.2,19
Stephen Curry,Golden State Warriors,5/16/2016,2015,3975,1610612744,400876750,3,11,50,0,Step Back Jump shot,3PT Field Goal,24,Oklahoma City Thunder,12,247,0,0,,0,0
Stephen Curry,Golden State Warriors,5/21/2015,2014,3975,1610612744,400796356,3,4,41,1,Step Back Jump shot,3PT Field Goal,26,Houston Rockets,28,263,5,5.2,"Jones, Terrence",8.3,16.1
Stephen Curry,Golden State Warriors,4/20/2013,2012,3975,1610612744,400459943,2,6,55,0,Step Back Jump shot,2PT Field Goal,16,Denver Nuggets,-158,44,,,,,
Stephen Curry,Golden State Warriors,5/3/2015,2014,3975,1610612744,400792888,1,9,42,0,Step Back Jump shot,3PT Field Goal,26,Memphis Grizzlies,-152,213,6,5.1,"Calathes, Nick",6.8,18.8
Stephen Curry,Golden State Warriors,6/14/2015,2014,3975,1610612744,400796849,4,5,32,0,Step Back Jump shot,3PT Field Goal,26,Cleveland Cavaliers,21,265,10,10.8,"Smith, J.R.",4.4,13
Stephen Curry,Golden State Warriors,4/30/2013,2012,3975,1610612744,400459948,1,1,52,1,Step Back Jump shot,2PT Field Goal,20,Denver Nuggets,-157,131,,,,,
Stephen Curry,Golden State Warriors,5/22/2016,2015,3975,1610612744,400876752,2,3,35,0,Step Back Jump shot,3PT Field Goal,25,Oklahoma City Thunder,-145,214,0,0,,0,0
Stephen Curry,Golden State Warriors,5/22/2016,2015,3975,1610612744,400876752,3,2,24,1,Step Back Jump shot,2PT Field Goal,19,Oklahoma City Thunder,-129,149,0,0,,0,0
Stephen Curry,Golden State Warriors,5/9/2015,2014,3975,1610612744,400792890,3,6,2,0,Step Back Jump shot,3PT Field Goal,24,Memphis Grizzlies,21,247,6,4.8,"Randolph, Zach",3.5,19.2
Stephen Curry,Golden State Warriors,6/19/2016,2015,3975,1610612744,400878160,1,10,24,0,Step Back Jump shot,3PT Field Goal,24,Cleveland Cavaliers,-25,247,0,0,,0,0
Stephen Curry,Golden State Warriors,6/4/2015,2014,3975,1610612744,400796845,2,3,46,1,Step Back Jump shot,3PT Field Goal,26,Cleveland Cavaliers,140,222,5,4.1,"Shumpert, Iman",4.3,20.8
Stephen Curry,Golden State Warriors,6/19/2016,2015,3975,1610612744,400878160,4,6,57,1,Step Back Jump shot,3PT Field Goal,27,Cleveland Cavaliers,-6,272,0,0,,0,0
Stephen Curry,Golden State Warriors,5/5/2015,2014,3975,1610612744,400792889,1,6,22,1,Step Back Jump shot,3PT Field Goal,27,Memphis Grizzlies,-199,192,0,0.8,"Conley, Mike",6.6,14.1
Stephen Curry,Golden State Warriors,6/4/2015,2014,3975,1610612744,400796845,3,9,32,1,Step Back Jump shot,2PT Field Goal,17,Cleveland Cavaliers,61,159,10,8.2,"Thompson, Tristan",4.3,7.7
Stephen Curry,Golden State Warriors,4/28/2013,2012,3975,1610612744,400459946,3,5,41,0,Step Back Jump shot,3PT Field Goal,25,Denver Nuggets,-139,214,,,,,
Stephen Curry,Golden State Warriors,4/28/2013,2012,3975,1610612744,400459946,3,2,59,1,Step Back Jump shot,2PT Field Goal,17,Denver Nuggets,159,77,,,,,
Stephen Curry,Golden State Warriors,4/28/2013,2012,3975,1610612744,400459946,3,1,54,1,Step Back Jump shot,3PT Field Goal,28,Denver Nuggets,-157,241,,,,,
Stephen Curry,Golden State Warriors,5/13/2015,2014,3975,1610612744,400792892,3,9,49,0,Step Back Jump shot,3PT Field Goal,23,Memphis Grizzlies,231,53,1,2.1,"Green, Jeff",10.6,19.7
Stephen Curry,Golden State Warriors,6/9/2015,2014,3975,1610612744,400796847,3,3,35,0,Turnaround Jump Shot,2PT Field Goal,8,Cleveland Cavaliers,-38,74,8,8,"Dellavedova, Matthew",4.2,16.1
Stephen Curry,Golden State Warriors,4/24/2014,2013,3975,1610612744,400553084,4,1,48,0,Turnaround Jump Shot,2PT Field Goal,6,Los Angeles Clippers,-57,31,12,8.8,"Redick, JJ",8.2,13.7
Stephen Curry,Golden State Warriors,5/16/2016,2015,3975,1610612744,400876750,2,0,42,1,Turnaround Jump Shot,3PT Field Goal,27,Oklahoma City Thunder,-179,203,0,0,,0,0
Stephen Curry,Golden State Warriors,4/18/2015,2014,3975,1610612744,400790901,1,10,54,0,Turnaround Jump Shot,3PT Field Goal,28,New Orleans Pelicans,160,241,3,8.7,"Pondexter, Quincy",3.4,0
Stephen Curry,Golden State Warriors,4/16/2016,2015,3975,1610612744,400874342,2,5,9,1,Turnaround Jump Shot,3PT Field Goal,24,Houston Rockets,122,218,0,0,,0,0
Stephen Curry,Golden State Warriors,4/24/2016,2015,3975,1610612744,400874348,1,6,33,0,Turnaround Jump Shot,2PT Field Goal,11,Houston Rockets,-110,43,0,0,,0,0
Stephen Curry,Golden State Warriors,5/30/2016,2015,3975,1610612744,400876756,3,10,56,0,Turnaround Jump Shot,2PT Field Goal,21,Oklahoma City Thunder,-215,7,0,0,,0,0
Stephen Curry,Golden State Warriors,6/4/2015,2014,3975,1610612744,400796845,4,3,35,1,Turnaround Jump Shot,2PT Field Goal,17,Cleveland Cavaliers,-11,178,4,5,"James, LeBron",6.1,13.6
Stephen Curry,Golden State Warriors,6/4/2015,2014,3975,1610612744,400796845,2,6,11,1,Turnaround Jump Shot,2PT Field Goal,14,Cleveland Cavaliers,-68,129,0,4.5,"Smith, J.R.",7.6,7.2
Stephen Curry,Golden State Warriors,4/19/2014,2013,3975,1610612744,400553078,1,10,35,0,Turnaround Jump Shot,2PT Field Goal,13,Los Angeles Clippers,2,131,1,3.9,"Paul, Chris",3.9,19.8
Stephen Curry,Golden State Warriors,5/9/2016,2015,3975,1610612744,400875809,3,10,26,0,Turnaround Jump Shot,3PT Field Goal,25,Portland Trail Blazers,161,198,0,0,,0,0
Stephen Curry,Golden State Warriors,5/13/2015,2014,3975,1610612744,400792892,1,7,33,1,Turnaround Jump Shot,3PT Field Goal,25,Memphis Grizzlies,102,230,8,8.2,"Conley, Mike",2.6,15.1
